has_null,wave,gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,met,decision,decision_o,match,person_id
1,14.0,female,21.0,26.0,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,3.0,3.0,EDUCATION,25.0,20.0,10.0,20.0,15.0,10.0,5.0,9.0,8.0,9.0,8.0,6.0,15.0,25.0,15.0,15.0,15.0,15.0,6.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,7.0,3.0,5.0,1.0,10.0,10.0,10.0,2.0,1.0,9.0,10.0,7.0,10.0,7.0,7.0,7.0,10.0,5.0,-0.07,5.0,,3.0,7.0,5.0,0.0,1,0,0,343
1,14.0,female,21.0,29.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,3.0,3.0,EDUCATION,25.0,15.0,20.0,20.0,10.0,10.0,4.0,8.0,8.0,8.0,7.0,4.0,15.0,25.0,15.0,15.0,15.0,15.0,6.0,10.0,10.0,10.0,10.0,8.0,9.0,9.0,8.0,8.0,7.0,3.0,5.0,1.0,10.0,10.0,10.0,2.0,1.0,9.0,10.0,7.0,10.0,7.0,7.0,7.0,10.0,5.0,-0.04,5.0,,3.0,6.0,5.0,0.0,1,0,0,343
1,14.0,female,33.0,34.0,European/Caucasian-American,European/Caucasian-American,1,1.0,7.0,Organizational Psychology,30.0,20.0,30.0,5.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,25.0,20.0,10.0,20.0,20.0,5.0,7.0,8.0,8.0,9.0,7.0,2.0,8.0,5.0,2.0,8.0,,2.0,3.0,10.0,8.0,7.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,9.0,6.0,7.0,0.5,6.0,,5.0,3.0,10.0,0.0,0,0,0,344
1,14.0,female,33.0,30.0,European/Caucasian-American,European/Caucasian-American,1,1.0,7.0,Organizational Psychology,20.51,14.53,24.79,17.09,5.98,17.09,8.0,8.0,8.0,9.0,8.0,8.0,25.0,20.0,10.0,20.0,20.0,5.0,7.0,8.0,8.0,9.0,7.0,4.0,7.0,9.0,7.0,8.0,8.0,2.0,3.0,10.0,8.0,7.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,9.0,6.0,7.0,0.08,6.0,,5.0,8.0,8.0,0.0,1,1,1,344
1,14.0,female,33.0,23.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1.0,7.0,Organizational Psychology,25.0,20.0,20.0,20.0,5.0,10.0,7.0,8.0,7.0,8.0,8.0,7.0,25.0,20.0,10.0,20.0,20.0,5.0,7.0,8.0,8.0,9.0,7.0,4.0,8.0,6.0,3.0,7.0,,2.0,3.0,10.0,8.0,7.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,9.0,6.0,7.0,0.48,6.0,,5.0,7.0,6.0,0.0,0,1,0,344
1,14.0,female,33.0,27.0,European/Caucasian-American,Latino/Hispanic American,0,1.0,7.0,Organizational Psychology,25.0,25.0,25.0,15.0,10.0,0.0,9.0,8.0,9.0,8.0,9.0,6.0,25.0,20.0,10.0,20.0,20.0,5.0,7.0,8.0,8.0,9.0,7.0,5.0,6.0,8.0,7.0,8.0,6.0,2.0,3.0,10.0,8.0,7.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,9.0,6.0,7.0,-0.01,6.0,,5.0,5.0,6.0,0.0,0,1,0,344
1,14.0,female,33.0,30.0,European/Caucasian-American,European/Caucasian-American,1,1.0,7.0,Organizational Psychology,31.58,10.53,15.79,21.05,10.53,10.53,7.0,7.0,6.0,5.0,6.0,4.0,25.0,20.0,10.0,20.0,20.0,5.0,7.0,8.0,8.0,9.0,7.0,6.0,5.0,8.0,7.0,8.0,8.0,2.0,3.0,10.0,8.0,7.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,9.0,6.0,7.0,0.45,6.0,,5.0,6.0,7.0,0.0,1,0,0,344
1,14.0,female,33.0,27.0,European/Caucasian-American,European/Caucasian-American,1,1.0,7.0,Organizational Psychology,14.0,18.0,17.0,16.0,15.0,20.0,9.0,10.0,8.0,9.0,8.0,9.0,25.0,20.0,10.0,20.0,20.0,5.0,7.0,8.0,8.0,9.0,7.0,6.0,8.0,8.0,8.0,,8.0,2.0,3.0,10.0,8.0,7.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,9.0,6.0,7.0,0.37,6.0,,5.0,8.0,8.0,0.0,1,1,1,344
1,14.0,female,33.0,27.0,European/Caucasian-American,European/Caucasian-American,1,1.0,7.0,Organizational Psychology,30.0,15.0,20.0,25.0,5.0,5.0,8.0,7.0,7.0,7.0,7.0,8.0,25.0,20.0,10.0,20.0,20.0,5.0,7.0,8.0,8.0,9.0,7.0,4.0,8.0,7.0,8.0,5.0,8.0,2.0,3.0,10.0,8.0,7.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,9.0,6.0,7.0,0.13,6.0,,5.0,8.0,9.0,0.0,1,1,1,344
1,14.0,female,33.0,24.0,European/Caucasian-American,Other,0,1.0,7.0,Organizational Psychology,20.0,10.0,25.0,20.0,10.0,15.0,7.0,8.0,7.0,8.0,8.0,7.0,25.0,20.0,10.0,20.0,20.0,5.0,7.0,8.0,8.0,9.0,7.0,4.0,8.0,6.0,8.0,7.0,8.0,2.0,3.0,10.0,8.0,7.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,9.0,6.0,7.0,0.08,6.0,,5.0,8.0,8.0,0.0,1,1,1,344
1,14.0,female,33.0,25.0,European/Caucasian-American,European/Caucasian-American,1,1.0,7.0,Organizational Psychology,17.0,18.0,28.0,27.0,5.0,5.0,,,,,,,25.0,20.0,10.0,20.0,20.0,5.0,7.0,8.0,8.0,9.0,7.0,,,,,,,2.0,3.0,10.0,8.0,7.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,9.0,6.0,7.0,0.46,6.0,,5.0,,,,0,0,0,344
1,14.0,female,33.0,28.0,European/Caucasian-American,European/Caucasian-American,1,1.0,7.0,Organizational Psychology,50.0,10.0,10.0,10.0,10.0,10.0,5.0,6.0,6.0,6.0,5.0,2.0,25.0,20.0,10.0,20.0,20.0,5.0,7.0,8.0,8.0,9.0,7.0,8.0,6.0,7.0,6.0,6.0,6.0,2.0,3.0,10.0,8.0,7.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,9.0,6.0,7.0,0.24,6.0,,5.0,8.0,8.0,0.0,1,0,0,344
1,14.0,female,33.0,27.0,European/Caucasian-American,European/Caucasian-American,1,1.0,7.0,Organizational Psychology,40.0,0.0,10.0,50.0,0.0,0.0,8.0,8.0,7.0,7.0,7.0,5.0,25.0,20.0,10.0,20.0,20.0,5.0,7.0,8.0,8.0,9.0,7.0,7.0,8.0,7.0,8.0,7.0,,2.0,3.0,10.0,8.0,7.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,9.0,6.0,7.0,0.01,6.0,,5.0,7.0,8.0,0.0,1,1,1,344
1,14.0,female,33.0,27.0,European/Caucasian-American,European/Caucasian-American,1,1.0,7.0,Organizational Psychology,30.0,15.0,15.0,20.0,5.0,15.0,9.0,9.0,9.0,9.0,8.0,,25.0,20.0,10.0,20.0,20.0,5.0,7.0,8.0,8.0,9.0,7.0,7.0,8.0,8.0,7.0,6.0,,2.0,3.0,10.0,8.0,7.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,9.0,6.0,7.0,0.18,6.0,,5.0,7.0,8.0,0.0,1,1,1,344
1,14.0,female,33.0,29.0,European/Caucasian-American,Latino/Hispanic American,0,1.0,7.0,Organizational Psychology,75.0,5.0,5.0,10.0,0.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,25.0,20.0,10.0,20.0,20.0,5.0,7.0,8.0,8.0,9.0,7.0,9.0,8.0,8.0,7.0,9.0,,2.0,3.0,10.0,8.0,7.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,9.0,6.0,7.0,0.24,6.0,,5.0,8.0,9.0,0.0,1,1,1,344
1,14.0,female,33.0,30.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1.0,7.0,Organizational Psychology,50.0,10.0,10.0,10.0,5.0,15.0,8.0,7.0,6.0,6.0,6.0,6.0,25.0,20.0,10.0,20.0,20.0,5.0,7.0,8.0,8.0,9.0,7.0,5.0,9.0,8.0,5.0,7.0,,2.0,3.0,10.0,8.0,7.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,9.0,6.0,7.0,0.11,6.0,,5.0,7.0,7.0,0.0,0,1,0,344
1,14.0,female,33.0,27.0,European/Caucasian-American,European/Caucasian-American,1,1.0,7.0,Organizational Psychology,30.0,20.0,15.0,15.0,8.0,12.0,10.0,8.0,6.0,8.0,5.0,8.0,25.0,20.0,10.0,20.0,20.0,5.0,7.0,8.0,8.0,9.0,7.0,9.0,8.0,5.0,10.0,7.0,,2.0,3.0,10.0,8.0,7.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,9.0,6.0,7.0,-0.17,6.0,,5.0,9.0,9.0,0.0,1,1,1,344
1,14.0,female,33.0,25.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1.0,7.0,Organizational Psychology,30.0,10.0,15.0,20.0,15.0,10.0,10.0,9.0,8.0,7.0,7.0,6.0,25.0,20.0,10.0,20.0,20.0,5.0,7.0,8.0,8.0,9.0,7.0,6.0,4.0,9.0,2.0,10.0,,2.0,3.0,10.0,8.0,7.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,9.0,6.0,7.0,0.15,6.0,,5.0,5.0,2.0,0.0,0,0,0,344
1,14.0,female,33.0,26.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1.0,7.0,Organizational Psychology,25.0,20.0,10.0,20.0,15.0,10.0,8.0,8.0,8.0,8.0,8.0,5.0,25.0,20.0,10.0,20.0,20.0,5.0,7.0,8.0,8.0,9.0,7.0,5.0,7.0,7.0,4.0,5.0,,2.0,3.0,10.0,8.0,7.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,9.0,6.0,7.0,-0.32,6.0,,5.0,5.0,5.0,0.0,0,1,0,344
1,14.0,female,33.0,29.0,European/Caucasian-American,European/Caucasian-American,1,1.0,7.0,Organizational Psychology,25.0,15.0,20.0,20.0,10.0,10.0,6.0,7.0,6.0,6.0,5.0,3.0,25.0,20.0,10.0,20.0,20.0,5.0,7.0,8.0,8.0,9.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,2.0,3.0,10.0,8.0,7.0,8.0,7.0,1.0,6.0,7.0,4.0,8.0,8.0,8.0,9.0,6.0,7.0,0.32,6.0,,5.0,6.0,6.0,0.0,0,0,0,344
1,14.0,female,31.0,34.0,European/Caucasian-American,European/Caucasian-American,1,9.0,5.0,Applied Physiology & Nutrition,30.0,20.0,30.0,5.0,5.0,10.0,10.0,10.0,10.0,9.0,8.0,8.0,12.0,25.0,25.0,8.0,15.0,15.0,7.0,10.0,6.0,8.0,8.0,4.0,9.0,9.0,4.0,9.0,6.0,9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,0.51,6.0,,2.0,8.0,8.0,0.0,0,1,0,345
1,14.0,female,31.0,30.0,European/Caucasian-American,European/Caucasian-American,1,9.0,5.0,Applied Physiology & Nutrition,20.51,14.53,24.79,17.09,5.98,17.09,8.0,8.0,8.0,7.0,7.0,7.0,12.0,25.0,25.0,8.0,15.0,15.0,7.0,10.0,6.0,8.0,8.0,5.0,8.0,8.0,6.0,6.0,5.0,9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,0.24,6.0,,2.0,6.0,5.0,0.0,0,1,0,345
1,14.0,female,31.0,23.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,9.0,5.0,Applied Physiology & Nutrition,25.0,20.0,20.0,20.0,5.0,10.0,7.0,8.0,8.0,8.0,7.0,8.0,12.0,25.0,25.0,8.0,15.0,15.0,7.0,10.0,6.0,8.0,8.0,4.0,8.0,8.0,5.0,5.0,4.0,9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,0.27,6.0,,2.0,4.0,4.0,0.0,0,1,0,345
1,14.0,female,31.0,27.0,European/Caucasian-American,Latino/Hispanic American,0,9.0,5.0,Applied Physiology & Nutrition,25.0,25.0,25.0,15.0,10.0,0.0,6.0,9.0,9.0,8.0,9.0,7.0,12.0,25.0,25.0,8.0,15.0,15.0,7.0,10.0,6.0,8.0,8.0,5.0,8.0,6.0,6.0,5.0,7.0,9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,0.08,6.0,,2.0,6.0,6.0,0.0,0,0,0,345
1,14.0,female,31.0,30.0,European/Caucasian-American,European/Caucasian-American,1,9.0,5.0,Applied Physiology & Nutrition,31.58,10.53,15.79,21.05,10.53,10.53,9.0,6.0,6.0,7.0,6.0,8.0,12.0,25.0,25.0,8.0,15.0,15.0,7.0,10.0,6.0,8.0,8.0,7.0,8.0,7.0,9.0,7.0,7.0,9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,0.29,6.0,,2.0,7.0,7.0,0.0,0,1,0,345
1,14.0,female,31.0,27.0,European/Caucasian-American,European/Caucasian-American,1,9.0,5.0,Applied Physiology & Nutrition,14.0,18.0,17.0,16.0,15.0,20.0,8.0,7.0,7.0,8.0,7.0,8.0,12.0,25.0,25.0,8.0,15.0,15.0,7.0,10.0,6.0,8.0,8.0,6.0,9.0,9.0,7.0,7.0,8.0,9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,0.02,6.0,,2.0,8.0,5.0,0.0,1,1,1,345
1,14.0,female,31.0,27.0,European/Caucasian-American,European/Caucasian-American,1,9.0,5.0,Applied Physiology & Nutrition,30.0,15.0,20.0,25.0,5.0,5.0,7.0,7.0,6.0,7.0,6.0,6.0,12.0,25.0,25.0,8.0,15.0,15.0,7.0,10.0,6.0,8.0,8.0,6.0,9.0,9.0,6.0,8.0,9.0,9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,-0.13,6.0,,2.0,7.0,5.0,0.0,0,1,0,345
1,14.0,female,31.0,24.0,European/Caucasian-American,Other,0,9.0,5.0,Applied Physiology & Nutrition,20.0,10.0,25.0,20.0,10.0,15.0,7.0,8.0,7.0,8.0,7.0,6.0,12.0,25.0,25.0,8.0,15.0,15.0,7.0,10.0,6.0,8.0,8.0,6.0,10.0,9.0,8.0,6.0,6.0,9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,0.02,6.0,,2.0,7.0,7.0,0.0,1,1,1,345
1,14.0,female,31.0,25.0,European/Caucasian-American,European/Caucasian-American,1,9.0,5.0,Applied Physiology & Nutrition,17.0,18.0,28.0,27.0,5.0,5.0,8.0,8.0,10.0,9.0,10.0,5.0,12.0,25.0,25.0,8.0,15.0,15.0,7.0,10.0,6.0,8.0,8.0,5.0,1.0,4.0,4.0,5.0,1.0,9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,0.18,6.0,,2.0,3.0,3.0,0.0,0,1,0,345
1,14.0,female,31.0,28.0,European/Caucasian-American,European/Caucasian-American,1,9.0,5.0,Applied Physiology & Nutrition,50.0,10.0,10.0,10.0,10.0,10.0,8.0,7.0,7.0,7.0,9.0,6.0,12.0,25.0,25.0,8.0,15.0,15.0,7.0,10.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,-0.09,6.0,,2.0,7.0,6.0,0.0,1,0,0,345
1,14.0,female,31.0,27.0,European/Caucasian-American,European/Caucasian-American,1,9.0,5.0,Applied Physiology & Nutrition,40.0,0.0,10.0,50.0,0.0,0.0,7.0,8.0,7.0,6.0,5.0,5.0,12.0,25.0,25.0,8.0,15.0,15.0,7.0,10.0,6.0,8.0,8.0,8.0,7.0,7.0,7.0,5.0,5.0,9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,0.22,6.0,,2.0,5.0,4.0,0.0,0,1,0,345
1,14.0,female,31.0,27.0,European/Caucasian-American,European/Caucasian-American,1,9.0,5.0,Applied Physiology & Nutrition,30.0,15.0,15.0,20.0,5.0,15.0,9.0,8.0,7.0,6.0,5.0,5.0,12.0,25.0,25.0,8.0,15.0,15.0,7.0,10.0,6.0,8.0,8.0,6.0,6.0,7.0,6.0,6.0,5.0,9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,0.09,6.0,,2.0,5.0,2.0,0.0,0,1,0,345
1,14.0,female,31.0,29.0,European/Caucasian-American,Latino/Hispanic American,0,9.0,5.0,Applied Physiology & Nutrition,75.0,5.0,5.0,10.0,0.0,5.0,10.0,9.0,9.0,9.0,10.0,9.0,12.0,25.0,25.0,8.0,15.0,15.0,7.0,10.0,6.0,8.0,8.0,8.0,8.0,7.0,7.0,9.0,7.0,9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,0.0,6.0,,2.0,7.0,6.0,0.0,1,1,1,345
1,14.0,female,31.0,30.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,9.0,5.0,Applied Physiology & Nutrition,50.0,10.0,10.0,10.0,5.0,15.0,6.0,5.0,6.0,7.0,6.0,5.0,12.0,25.0,25.0,8.0,15.0,15.0,7.0,10.0,6.0,8.0,8.0,4.0,6.0,7.0,4.0,8.0,3.0,9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,0.07,6.0,,2.0,4.0,4.0,0.0,0,0,0,345
1,14.0,female,31.0,27.0,European/Caucasian-American,European/Caucasian-American,1,9.0,5.0,Applied Physiology & Nutrition,30.0,20.0,15.0,15.0,8.0,12.0,7.0,7.0,8.0,7.0,6.0,6.0,12.0,25.0,25.0,8.0,15.0,15.0,7.0,10.0,6.0,8.0,8.0,9.0,6.0,6.0,6.0,5.0,3.0,9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,-0.23,6.0,,2.0,5.0,3.0,0.0,0,1,0,345
1,14.0,female,31.0,25.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,9.0,5.0,Applied Physiology & Nutrition,30.0,10.0,15.0,20.0,15.0,10.0,6.0,9.0,7.0,4.0,5.0,5.0,12.0,25.0,25.0,8.0,15.0,15.0,7.0,10.0,6.0,8.0,8.0,6.0,8.0,8.0,7.0,9.0,6.0,9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,0.31,6.0,,2.0,7.0,5.0,0.0,1,0,0,345
1,14.0,female,31.0,26.0,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,9.0,5.0,Applied Physiology & Nutrition,25.0,20.0,10.0,20.0,15.0,10.0,7.0,8.0,9.0,6.0,6.0,4.0,12.0,25.0,25.0,8.0,15.0,15.0,7.0,10.0,6.0,8.0,8.0,5.0,5.0,6.0,4.0,6.0,3.0,9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,-0.21,6.0,,2.0,3.0,3.0,0.0,0,0,0,345
1,14.0,female,31.0,29.0,European/Caucasian-American,European/Caucasian-American,1,9.0,5.0,Applied Physiology & Nutrition,25.0,15.0,20.0,20.0,10.0,10.0,8.0,8.0,6.0,8.0,9.0,7.0,12.0,25.0,25.0,8.0,15.0,15.0,7.0,10.0,6.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,9.0,2.0,10.0,9.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,7.0,0.25,6.0,,2.0,6.0,4.0,0.0,0,1,0,345
1,14.0,female,35.0,34.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1.0,3.0,music education,30.0,20.0,30.0,5.0,5.0,10.0,5.0,9.0,9.0,5.0,5.0,1.0,15.0,15.0,30.0,15.0,15.0,10.0,8.0,10.0,7.0,8.0,9.0,,,,,,,5.0,2.0,5.0,10.0,10.0,10.0,7.0,2.0,3.0,10.0,3.0,10.0,10.0,10.0,10.0,5.0,5.0,0.8,8.0,,,,,,0,0,0,346
1,14.0,female,35.0,30.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1.0,3.0,music education,20.51,14.53,24.79,17.09,5.98,17.09,7.0,7.0,8.0,7.0,7.0,7.0,15.0,15.0,30.0,15.0,15.0,10.0,8.0,10.0,7.0,8.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,2.0,5.0,10.0,10.0,10.0,7.0,2.0,3.0,10.0,3.0,10.0,10.0,10.0,10.0,5.0,5.0,0.46,8.0,,,7.0,7.0,0.0,1,1,1,346
1,14.0,female,35.0,23.0,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,1.0,3.0,music education,25.0,20.0,20.0,20.0,5.0,10.0,7.0,7.0,6.0,6.0,7.0,6.0,15.0,15.0,30.0,15.0,15.0,10.0,8.0,10.0,7.0,8.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,2.0,5.0,10.0,10.0,10.0,7.0,2.0,3.0,10.0,3.0,10.0,10.0,10.0,10.0,5.0,5.0,0.11,8.0,,,7.0,7.0,0.0,1,0,0,346
1,14.0,female,35.0,27.0,Asian/Pacific Islander/Asian-American,Latino/Hispanic American,0,1.0,3.0,music education,25.0,25.0,25.0,15.0,10.0,0.0,9.0,9.0,9.0,9.0,9.0,7.0,15.0,15.0,30.0,15.0,15.0,10.0,8.0,10.0,7.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,2.0,5.0,10.0,10.0,10.0,7.0,2.0,3.0,10.0,3.0,10.0,10.0,10.0,10.0,5.0,5.0,0.04,8.0,,,8.0,7.0,0.0,1,1,1,346
1,14.0,female,35.0,30.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1.0,3.0,music education,31.58,10.53,15.79,21.05,10.53,10.53,7.0,7.0,6.0,5.0,5.0,4.0,15.0,15.0,30.0,15.0,15.0,10.0,8.0,10.0,7.0,8.0,9.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0,2.0,5.0,10.0,10.0,10.0,7.0,2.0,3.0,10.0,3.0,10.0,10.0,10.0,10.0,5.0,5.0,0.72,8.0,,,7.0,6.0,0.0,1,0,0,346
1,14.0,female,35.0,27.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1.0,3.0,music education,14.0,18.0,17.0,16.0,15.0,20.0,6.0,8.0,8.0,6.0,6.0,7.0,15.0,15.0,30.0,15.0,15.0,10.0,8.0,10.0,7.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,2.0,5.0,10.0,10.0,10.0,7.0,2.0,3.0,10.0,3.0,10.0,10.0,10.0,10.0,5.0,5.0,0.64,8.0,,,8.0,8.0,0.0,1,0,0,346
1,14.0,female,35.0,27.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1.0,3.0,music education,30.0,15.0,20.0,25.0,5.0,5.0,8.0,6.0,5.0,4.0,4.0,4.0,15.0,15.0,30.0,15.0,15.0,10.0,8.0,10.0,7.0,8.0,9.0,7.0,7.0,7.0,7.0,7.0,8.0,5.0,2.0,5.0,10.0,10.0,10.0,7.0,2.0,3.0,10.0,3.0,10.0,10.0,10.0,10.0,5.0,5.0,-0.23,8.0,,,8.0,7.0,0.0,1,0,0,346
1,14.0,female,35.0,24.0,Asian/Pacific Islander/Asian-American,Other,0,1.0,3.0,music education,20.0,10.0,25.0,20.0,10.0,15.0,8.0,7.0,7.0,7.0,7.0,6.0,15.0,15.0,30.0,15.0,15.0,10.0,8.0,10.0,7.0,8.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,2.0,5.0,10.0,10.0,10.0,7.0,2.0,3.0,10.0,3.0,10.0,10.0,10.0,10.0,5.0,5.0,0.24,8.0,,,7.0,7.0,0.0,0,1,0,346
1,14.0,female,35.0,25.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1.0,3.0,music education,17.0,18.0,28.0,27.0,5.0,5.0,6.0,8.0,8.0,4.0,5.0,4.0,15.0,15.0,30.0,15.0,15.0,10.0,8.0,10.0,7.0,8.0,9.0,7.0,8.0,8.0,7.0,7.0,6.0,5.0,2.0,5.0,10.0,10.0,10.0,7.0,2.0,3.0,10.0,3.0,10.0,10.0,10.0,10.0,5.0,5.0,0.75,8.0,,,6.0,6.0,0.0,1,1,1,346
1,14.0,female,35.0,28.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1.0,3.0,music education,50.0,10.0,10.0,10.0,10.0,10.0,3.0,7.0,7.0,1.0,6.0,1.0,15.0,15.0,30.0,15.0,15.0,10.0,8.0,10.0,7.0,8.0,9.0,9.0,8.0,8.0,7.0,7.0,9.0,5.0,2.0,5.0,10.0,10.0,10.0,7.0,2.0,3.0,10.0,3.0,10.0,10.0,10.0,10.0,5.0,5.0,0.15,8.0,,,7.0,8.0,0.0,1,0,0,346
1,14.0,female,35.0,27.0,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1.0,3.0,music education,40.0,0.0,10.0,50.0,0.0,0.0,,,,,,,15.0,15.0,30.0,15.0,15.0,10.0,8.0,10.0,7.0,8.0,9.0,3.0,3.0,3.0,2.0,3.0,0.0,5.0,2.0,5.0,10.0,10.0,10.0,7.0,2.0,3.0,10.0,3.0,10.0,10.0,10.0,10.0,5.0,5.0,0.05,8.0,,,3.0,3.0,0.0,0,0,0,346
